customer_id,country,age,gender,membership_tier,registration_date,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,Segment,churned,data_snapshot_date
C04736,Mexico,35,Male,Free,2023-12-03,18.0,5.0,314.96,5.0,3.0,3.0,11.0,Loyal Customers,0,2026-03-30
C04737,France,38,Female,Free,2025-09-09,1788.0,5.0,370.35,1.0,3.0,3.0,7.0,At Risk,0,2026-03-30
C04738,United States,39,Male,Free,2021-12-14,374.0,4.0,407.58,3.0,3.0,4.0,10.0,Loyal Customers,0,2026-03-30
C04739,Japan,63,Male,Free,2024-07-05,31.0,2.0,56.45,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C04740,Canada,43,Male,Platinum,2025-05-19,955.0,4.0,350.33,2.0,3.0,3.0,8.0,At Risk,0,2026-03-30
C04741,United States,53,Female,Silver,2026-02-18,1803.0,1.0,108.31,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C04742,Australia,34,Male,Free,2023-02-14,412.0,7.0,941.16,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C04743,Canada,39,Female,Free,2025-01-03,249.0,3.0,251.55,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C04744,United Kingdom,49,Female,Free,2025-10-17,352.0,2.0,206.39,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C04745,United States,22,Female,Platinum,2024-04-29,14.0,4.0,404.38,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C04746,India,41,Female,Free,2025-11-16,94.0,2.0,477.5,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C04747,Canada,33,Female,Free,2025-04-26,640.0,3.0,213.16,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C04748,United States,18,Female,Silver,2024-06-08,487.0,3.0,289.06000000000006,3.0,3.0,3.0,9.0,Loyal Customers,1,2026-03-30
C04749,United States,25,Female,Free,2024-08-24,54.0,5.0,477.61,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C04750,Australia,32,Male,Free,2024-06-30,373.0,5.0,820.9300000000001,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C04751,United States,49,Female,Free,2024-12-17,88.0,2.0,115.41,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C04752,Mexico,38,Female,Silver,2026-02-07,108.0,5.0,697.8199999999999,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C04753,Australia,22,Male,Free,2024-01-14,234.0,5.0,451.65,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C04754,Sweden,33,Female,Free,2022-11-01,261.0,3.0,266.44,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C04755,France,18,Female,Platinum,2025-12-18,560.0,1.0,11.48,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C04756,United States,30,Female,Free,2025-05-18,533.0,4.0,595.88,3.0,3.0,4.0,10.0,Loyal Customers,0,2026-03-30
C04757,Mexico,26,Female,Gold,2026-03-30,2135.0,1.0,237.67,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C04758,United States,29,Female,Free,2026-03-31,1704.0,3.0,285.45,1.0,3.0,3.0,7.0,At Risk,0,2026-03-30
C04759,United States,18,Male,Free,2025-11-29,1418.0,3.0,533.99,1.0,3.0,4.0,8.0,At Risk,0,2026-03-30
C04760,India,24,Male,Free,2026-03-06,352.0,4.0,194.33,3.0,3.0,2.0,8.0,Loyal Customers,1,2026-03-30
C04761,United States,37,Female,Free,2024-06-29,256.0,7.0,488.31,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C04762,United States,28,Female,Silver,2026-03-27,4.0,6.0,736.53,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C04763,United States,29,Male,Free,2023-05-03,219.0,4.0,276.04,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C04764,India,45,Male,Free,2024-06-01,153.0,7.0,458.0700000000001,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C04765,United States,29,Male,Silver,2025-08-27,132.0,3.0,469.68,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C04766,Germany,32,Male,Free,2018-08-30,461.0,1.0,155.42,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C04767,United Kingdom,33,Female,Free,2026-01-02,,,,,,,,No orders in window,0,2026-03-30
C04768,Sweden,40,Male,Silver,2025-07-26,1305.0,2.0,71.35,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C04769,Germany,54,Male,Silver,2025-05-07,1677.0,3.0,1008.96,1.0,3.0,5.0,9.0,At Risk,0,2026-03-30
C04770,Canada,64,Female,Free,2025-12-16,1837.0,1.0,315.53,1.0,3.0,3.0,7.0,At Risk,0,2026-03-30
C04771,United States,53,Male,Silver,2026-02-17,1301.0,6.0,870.38,1.0,3.0,5.0,9.0,At Risk,0,2026-03-30
C04772,Brazil,21,Male,Gold,2017-11-10,,,,,,,,No orders in window,0,2026-03-30
C04773,Japan,19,Male,Silver,2025-08-02,11.0,4.0,849.3600000000001,5.0,3.0,5.0,13.0,Loyal Customers,1,2026-03-30
C04774,Italy,31,Male,Silver,2025-05-10,248.0,3.0,740.82,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C04775,Brazil,34,Male,Platinum,2025-10-02,365.0,2.0,65.51,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C04776,Netherlands,44,Male,Silver,2023-08-17,318.0,2.0,156.65,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C04777,Japan,50,Male,Platinum,2023-06-14,247.0,3.0,206.9,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C04778,Mexico,20,Male,Gold,2025-12-20,1436.0,2.0,208.12,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C04779,United States,30,Female,Free,2025-04-09,,,,,,,,No orders in window,0,2026-03-30
C04780,Netherlands,18,Female,Free,2025-01-30,714.0,1.0,63.54,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C04781,Canada,31,Female,Silver,2025-10-20,216.0,8.0,1029.4,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C04782,India,39,Male,Free,2025-05-24,134.0,3.0,576.3,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C04783,United States,28,Female,Gold,2025-04-26,,,,,,,,No orders in window,0,2026-03-30
C04784,France,34,Female,Platinum,2025-06-03,2038.0,2.0,406.56,1.0,3.0,4.0,8.0,At Risk,1,2026-03-30
C04785,United States,44,Female,Free,2024-07-01,915.0,4.0,445.37,2.0,3.0,4.0,9.0,At Risk,0,2026-03-30
C04786,Canada,54,Female,Platinum,2025-01-27,28.0,6.0,477.67,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C04787,United States,41,Male,Free,2024-04-30,457.0,2.0,73.62,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C04788,United Kingdom,50,Female,Free,2024-01-28,573.0,4.0,591.86,3.0,3.0,4.0,10.0,Loyal Customers,0,2026-03-30
C04789,United States,38,Male,Free,2022-05-24,2112.0,1.0,238.46,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C04790,Brazil,24,Female,Platinum,2022-10-16,739.0,3.0,276.3,2.0,3.0,3.0,8.0,At Risk,0,2026-03-30
C04791,Mexico,53,Female,Free,2023-07-02,1235.0,3.0,592.0999999999999,1.0,3.0,4.0,8.0,At Risk,0,2026-03-30
C04792,India,43,Male,Silver,2024-10-22,27.0,5.0,285.31,5.0,3.0,3.0,11.0,Loyal Customers,0,2026-03-30
C04793,Canada,31,Female,Free,2023-08-25,771.0,2.0,277.44,2.0,3.0,3.0,8.0,At Risk,0,2026-03-30
C04794,Turkey,32,Female,Free,2024-11-25,392.0,1.0,25.4,3.0,3.0,1.0,7.0,Loyal Customers,1,2026-03-30
C04795,India,41,Female,Gold,2024-12-06,108.0,5.0,1102.02,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C04796,United States,41,Male,Silver,2021-03-09,888.0,3.0,737.28,2.0,3.0,5.0,10.0,At Risk,0,2026-03-30
C04797,France,65,Female,Platinum,2025-10-09,15.0,2.0,177.29,5.0,3.0,2.0,10.0,Loyal Customers,0,2026-03-30
C04798,Canada,40,Female,Free,2025-06-01,282.0,1.0,15.2,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C04799,Germany,40,Male,Free,2025-02-21,66.0,2.0,106.79,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C04800,Mexico,43,Male,Gold,2025-01-22,80.0,3.0,225.43,5.0,3.0,2.0,10.0,Loyal Customers,0,2026-03-30
C04801,Japan,21,Female,Free,2024-12-06,575.0,4.0,816.87,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C04802,Canada,41,Female,Free,2020-06-17,53.0,4.0,930.11,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C04803,Poland,49,Male,Silver,2025-10-19,710.0,1.0,116.35,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C04804,Australia,47,Male,Gold,2021-03-17,687.0,2.0,74.97,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C04805,United States,67,Female,Silver,2024-06-25,1409.0,4.0,597.54,1.0,3.0,4.0,8.0,At Risk,0,2026-03-30
C04806,Germany,49,Female,Silver,2020-11-14,1342.0,1.0,95.38,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C04807,South Korea,33,Male,Silver,2025-04-15,1261.0,5.0,661.44,1.0,3.0,5.0,9.0,At Risk,0,2026-03-30
C04808,United States,35,Male,Platinum,2025-09-01,1257.0,1.0,523.62,1.0,3.0,4.0,8.0,At Risk,0,2026-03-30
C04809,India,24,Female,Silver,2026-02-09,254.0,7.0,534.77,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C04810,Brazil,38,Male,Platinum,2024-04-02,178.0,3.0,916.66,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C04811,India,46,Female,Free,2025-04-24,365.0,6.0,821.56,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C04812,United Kingdom,43,Male,Free,2024-10-16,428.0,2.0,151.25,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C04813,United States,23,Female,Gold,2025-11-23,69.0,4.0,656.77,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C04814,United States,36,Female,Free,2026-02-16,24.0,2.0,200.81,5.0,3.0,2.0,10.0,Loyal Customers,0,2026-03-30
C04815,Germany,42,Male,Free,2025-07-16,217.0,6.0,406.73,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C04816,Germany,43,Male,Silver,2020-12-30,286.0,6.0,360.6,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C04817,Poland,41,Male,Free,2026-02-02,,,,,,,,No orders in window,0,2026-03-30
C04818,India,33,Female,Free,2023-11-23,999.0,6.0,604.25,2.0,3.0,4.0,9.0,At Risk,0,2026-03-30
C04819,Uae,40,Female,Platinum,2025-05-18,416.0,5.0,1453.1,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C04820,Germany,34,Female,Free,2025-11-20,27.0,3.0,382.3,5.0,3.0,3.0,11.0,Loyal Customers,0,2026-03-30
C04821,France,24,Male,Platinum,2024-12-01,702.0,3.0,241.18,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C04822,Singapore,21,Male,Free,2026-01-26,282.0,2.0,185.17,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C04823,Japan,35,Female,Free,2025-11-19,852.0,1.0,33.57,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C04824,South Korea,38,Male,Platinum,2024-11-23,867.0,5.0,351.82,2.0,3.0,3.0,8.0,At Risk,0,2026-03-30
C04825,Mexico,25,Female,Silver,2026-03-22,669.0,2.0,194.58,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C04826,United States,38,Male,Free,2025-12-03,778.0,4.0,293.74,2.0,3.0,3.0,8.0,At Risk,0,2026-03-30
C04827,Netherlands,19,Female,Free,2025-11-07,232.0,7.0,1325.23,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C04828,Turkey,34,Female,Free,2026-02-20,487.0,3.0,627.03,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C04829,United Kingdom,48,Other,Free,2026-03-22,1386.0,1.0,396.3,1.0,3.0,3.0,7.0,At Risk,0,2026-03-30
C04830,Mexico,18,Other,Silver,2025-04-07,1324.0,4.0,421.71,1.0,3.0,4.0,8.0,At Risk,0,2026-03-30
C04831,Germany,43,Female,Free,2024-12-10,53.0,6.0,1034.85,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C04832,United States,43,Male,Free,2023-10-23,513.0,3.0,210.1,3.0,3.0,2.0,8.0,Loyal Customers,1,2026-03-30
C04833,India,26,Male,Platinum,2026-01-06,780.0,3.0,291.07,2.0,3.0,3.0,8.0,At Risk,0,2026-03-30
C04834,United States,30,Female,Free,2024-03-09,234.0,4.0,247.91,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C04835,United States,33,Other,Platinum,2025-01-24,101.0,4.0,295.86,5.0,3.0,3.0,11.0,Loyal Customers,0,2026-03-30
C04836,United Kingdom,31,Female,Silver,2025-12-17,15.0,3.0,108.94,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C04837,India,36,Other,Free,2023-07-27,401.0,3.0,406.91,3.0,3.0,4.0,10.0,Loyal Customers,0,2026-03-30
C04838,United States,44,Male,Free,2026-03-21,282.0,2.0,134.11,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C04839,Germany,30,Male,Silver,2024-06-09,935.0,2.0,190.3,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C04840,Germany,37,Other,Free,2025-07-10,241.0,4.0,711.7,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C04841,United States,31,Male,Platinum,2023-10-26,373.0,3.0,201.02,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C04842,India,24,Female,Silver,2024-11-10,1190.0,5.0,648.7,1.0,3.0,5.0,9.0,At Risk,0,2026-03-30
C04843,United States,44,Male,Silver,2025-06-24,91.0,5.0,624.9300000000001,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C04844,Canada,46,Female,Free,2026-03-01,1558.0,1.0,24.6,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C04845,United States,25,Female,Gold,2024-07-21,217.0,2.0,82.32,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C04846,United States,19,Male,Silver,2024-07-29,209.0,2.0,110.46,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C04847,Brazil,31,Male,Gold,2025-11-07,281.0,2.0,125.91,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C04848,India,39,Male,Silver,2026-03-28,439.0,4.0,875.3100000000001,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C04849,Germany,31,Male,Free,2026-02-12,165.0,3.0,178.12,4.0,3.0,2.0,9.0,Loyal Customers,1,2026-03-30
C04850,India,57,Other,Free,2025-12-07,,,,,,,,No orders in window,0,2026-03-30
C04851,United Kingdom,24,Female,Free,2023-12-13,169.0,4.0,239.1,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C04852,United States,40,Female,Free,2023-10-31,1020.0,2.0,52.2,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C04853,United States,18,Female,Free,2026-02-08,871.0,1.0,80.31,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C04854,United States,30,Male,Free,2024-10-12,18.0,3.0,156.57,5.0,3.0,2.0,10.0,Loyal Customers,0,2026-03-30
C04855,France,34,Male,Free,2025-11-15,1156.0,3.0,96.59,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C04856,Brazil,33,Female,Silver,2025-12-18,61.0,8.0,913.79,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C04857,Australia,30,Female,Gold,2025-11-02,203.0,5.0,311.78,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C04858,South Korea,18,Female,Silver,2024-05-21,416.0,2.0,246.92,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C04859,United States,42,Male,Free,2023-01-02,1399.0,2.0,113.37,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C04860,United States,36,Female,Free,2025-11-03,402.0,3.0,187.88,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C04861,Australia,29,Male,Silver,2025-05-03,605.0,4.0,1379.62,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C04862,United States,46,Male,Free,2023-09-10,867.0,3.0,502.71,2.0,3.0,4.0,9.0,At Risk,0,2026-03-30
C04863,Singapore,40,Female,Free,2023-12-21,1162.0,4.0,1129.9,1.0,3.0,5.0,9.0,At Risk,0,2026-03-30
C04864,United States,25,Male,Free,2025-10-09,235.0,4.0,862.26,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C04865,Sweden,46,Female,Free,2025-03-01,1841.0,2.0,522.96,1.0,3.0,4.0,8.0,At Risk,0,2026-03-30
C04866,United States,48,Female,Platinum,2026-03-13,170.0,4.0,400.89,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C04867,Australia,18,Male,Free,2023-12-14,1281.0,2.0,516.14,1.0,3.0,4.0,8.0,At Risk,0,2026-03-30
C04868,United States,41,Other,Free,2025-11-13,92.0,7.0,461.33,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C04869,France,58,Female,Silver,2024-06-08,78.0,6.0,1067.28,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C04870,United States,30,Female,Free,2024-06-09,320.0,4.0,733.5999999999999,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C04871,Germany,32,Male,Free,2025-11-30,945.0,1.0,51.2,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C04872,United Kingdom,28,Female,Free,2026-02-12,880.0,2.0,231.09,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C04873,United States,29,Female,Silver,2023-04-22,629.0,5.0,443.62,2.0,3.0,4.0,9.0,At Risk,0,2026-03-30
C04874,United States,49,Male,Platinum,2025-11-29,676.0,2.0,281.02,2.0,3.0,3.0,8.0,At Risk,0,2026-03-30
C04875,Italy,37,Female,Free,2024-09-27,63.0,7.0,568.5,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C04876,United Kingdom,42,Male,Free,2026-03-08,,,,,,,,No orders in window,0,2026-03-30
C04877,United Kingdom,18,Other,Free,2026-01-31,1077.0,3.0,652.46,1.0,3.0,5.0,9.0,At Risk,1,2026-03-30
C04878,United States,23,Female,Platinum,2025-02-01,1438.0,2.0,271.21000000000004,1.0,3.0,3.0,7.0,At Risk,0,2026-03-30
C04879,Japan,31,Female,Gold,2021-04-18,1680.0,2.0,1454.9499999999998,1.0,3.0,5.0,9.0,At Risk,1,2026-03-30
C04880,United States,22,Male,Free,2025-12-18,3.0,2.0,297.87,5.0,3.0,3.0,11.0,Loyal Customers,0,2026-03-30
C04881,Japan,31,Female,Silver,2023-05-10,642.0,2.0,91.91,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C04882,France,27,Male,Silver,2025-12-16,82.0,2.0,90.51,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C04883,Canada,58,Female,Silver,2025-08-21,844.0,2.0,71.02000000000001,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C04884,Japan,24,Male,Free,2024-11-09,256.0,4.0,235.72,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C04885,Mexico,35,Female,Free,2025-11-26,29.0,9.0,785.25,5.0,3.0,5.0,13.0,Loyal Customers,1,2026-03-30
C04886,Brazil,36,Male,Silver,2026-03-22,2025.0,1.0,21.93,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C04887,United States,49,Female,Free,2023-09-11,182.0,3.0,472.49,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C04888,France,26,Female,Silver,2022-09-01,459.0,2.0,128.3,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C04889,Canada,18,Female,Free,2023-08-08,475.0,4.0,172.27,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C04890,Mexico,23,Female,Silver,2025-06-15,1148.0,3.0,264.48,1.0,3.0,3.0,7.0,At Risk,0,2026-03-30
C04891,United States,38,Male,Gold,2023-11-25,749.0,6.0,418.23,2.0,3.0,4.0,9.0,At Risk,0,2026-03-30
C04892,United Kingdom,47,Male,Free,2024-10-03,119.0,4.0,595.09,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C04893,France,36,Female,Free,2025-04-26,112.0,4.0,300.62,5.0,3.0,3.0,11.0,Loyal Customers,0,2026-03-30
C04894,Mexico,27,Male,Free,2024-11-28,156.0,4.0,314.69,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C04895,France,42,Female,Platinum,2024-08-06,620.0,4.0,141.61,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C04896,Singapore,18,Other,Silver,2025-07-10,213.0,4.0,240.17,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C04897,United States,36,Male,Silver,2024-10-30,1026.0,5.0,325.85,2.0,3.0,3.0,8.0,At Risk,0,2026-03-30
C04898,Canada,19,Male,Free,2024-01-22,104.0,6.0,499.44,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C04899,United States,52,Male,Gold,2023-10-06,843.0,5.0,364.19,2.0,3.0,3.0,8.0,At Risk,0,2026-03-30
C04900,United States,41,Male,Free,2025-06-13,293.0,3.0,375.71,4.0,3.0,3.0,10.0,Loyal Customers,1,2026-03-30
C04901,United States,22,Female,Silver,2024-03-16,670.0,2.0,110.83,2.0,3.0,1.0,6.0,Regular,1,2026-03-30
C04902,United States,26,Male,Free,2025-08-04,81.0,2.0,351.17,5.0,3.0,3.0,11.0,Loyal Customers,1,2026-03-30
C04903,United States,32,Male,Platinum,2022-10-21,315.0,2.0,78.16,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C04904,India,18,Female,Free,2025-11-05,176.0,4.0,344.49,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C04905,Brazil,33,Male,Free,2024-12-18,979.0,3.0,292.57,2.0,3.0,3.0,8.0,At Risk,1,2026-03-30
C04906,United Kingdom,37,Male,Free,2021-07-15,909.0,5.0,542.8000000000001,2.0,3.0,4.0,9.0,At Risk,0,2026-03-30
C04907,United Kingdom,24,Male,Free,2023-07-29,1343.0,1.0,80.93,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C04908,Italy,18,Male,Silver,2023-05-14,868.0,5.0,893.31,2.0,3.0,5.0,10.0,At Risk,0,2026-03-30
C04909,Germany,37,Male,Free,2025-11-27,826.0,1.0,28.42,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C04910,Turkey,35,Female,Free,2021-12-22,,,,,,,,No orders in window,0,2026-03-30
C04911,Italy,41,Male,Free,2025-10-29,291.0,2.0,130.97,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C04912,United Kingdom,42,Male,Free,2020-04-29,1469.0,2.0,173.25,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C04913,United States,27,Female,Free,2016-12-08,621.0,4.0,647.84,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C04914,France,33,Female,Free,2024-12-04,1247.0,4.0,540.11,1.0,3.0,4.0,8.0,At Risk,0,2026-03-30
C04915,United States,28,Male,Free,2021-12-06,378.0,6.0,1162.11,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C04916,India,36,Male,Platinum,2025-10-22,550.0,4.0,1391.58,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C04917,Japan,33,Male,Free,2025-05-05,374.0,4.0,357.5,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C04918,India,33,Male,Platinum,2025-03-17,53.0,5.0,512.65,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C04919,United States,48,Male,Free,2026-01-02,307.0,4.0,339.34000000000003,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C04920,United States,18,Female,Silver,2026-01-29,46.0,3.0,154.78,5.0,3.0,2.0,10.0,Loyal Customers,0,2026-03-30
C04921,Brazil,38,Male,Free,2025-12-21,1810.0,1.0,132.43,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C04922,Netherlands,36,Female,Free,2024-06-18,505.0,2.0,213.4,3.0,3.0,2.0,8.0,Loyal Customers,1,2026-03-30
C04923,United Kingdom,39,Male,Silver,2025-07-16,1509.0,2.0,478.29,1.0,3.0,4.0,8.0,At Risk,0,2026-03-30
C04924,Mexico,53,Female,Free,2021-09-23,353.0,4.0,235.85,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C04925,United Kingdom,39,Female,Free,2023-01-13,489.0,7.0,522.3199999999999,3.0,3.0,4.0,10.0,Loyal Customers,0,2026-03-30
C04926,Italy,38,Female,Gold,2020-08-12,1169.0,4.0,297.8,1.0,3.0,3.0,7.0,At Risk,0,2026-03-30
C04927,United Kingdom,24,Female,Free,2025-04-16,471.0,2.0,177.01999999999998,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C04928,United States,29,Male,Free,2024-03-17,322.0,3.0,138.37,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C04929,United Kingdom,40,Female,Platinum,2024-09-17,265.0,4.0,189.14,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C04930,United Kingdom,29,Male,Free,2025-11-23,131.0,6.0,827.76,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C04931,Mexico,50,Male,Free,2024-05-17,309.0,4.0,138.09,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C04932,Brazil,33,Female,Free,2025-01-28,1133.0,2.0,194.76,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C04933,France,24,Male,Free,2025-09-21,158.0,5.0,855.5,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C04934,Germany,35,Female,Free,2025-09-30,386.0,2.0,116.56,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C04935,United States,41,Female,Free,2023-08-22,279.0,3.0,262.52,4.0,3.0,3.0,10.0,Loyal Customers,1,2026-03-30
C04936,Canada,35,Male,Platinum,2022-11-18,1436.0,4.0,1167.0300000000002,1.0,3.0,5.0,9.0,At Risk,0,2026-03-30
C04937,Mexico,46,Female,Free,2025-09-23,79.0,4.0,590.8199999999999,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C04938,United States,23,Female,Silver,2024-10-10,476.0,2.0,808.67,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C04939,France,20,Female,Free,2025-09-15,183.0,4.0,507.7,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C04940,United States,41,Male,Free,2019-08-13,75.0,7.0,714.61,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C04941,Australia,18,Female,Free,2023-05-12,215.0,1.0,47.45,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C04942,India,21,Other,Free,2026-03-08,444.0,3.0,333.84,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C04943,Germany,52,Other,Silver,2025-07-26,38.0,4.0,192.99,5.0,3.0,2.0,10.0,Loyal Customers,0,2026-03-30
