order_id,customer_id,order_date,year,month,quarter,category,product_name,quantity,unit_price_usd,subtotal_usd,discount_pct,discount_amount_usd,shipping_fee_usd,tax_amount_usd,total_amount_usd,order_status,payment_method,device_used,session_duration_minutes,has_rating,customer_rating,returned,order_year_month,is_delivered
O014659,C05172,2024-05-24,2024,5,Q2,Sports & Outdoors,Tennis Racket,1,35.67,35.67,0,0.0,6.99,6.42,49.08,Delivered,Credit Card,Tablet,26.1,1,3.7,0,2024-05,1
O014660,C04514,2024-02-07,2024,2,Q1,Home & Kitchen,Blender Pro,2,89.73,179.46,5,8.97,0.0,0.0,170.49,Delivered,Paypal,Mobile,85.2,0,,0,2024-02,1
O014661,C05793,2022-01-29,2022,1,Q1,Health & Wellness,Zinc Lozenges,1,30.48,30.48,0,0.0,3.99,0.0,34.47,Delivered,Credit Card,Mobile,5.3,0,,0,2022-01,1
O014662,C02787,2020-04-24,2020,4,Q2,Home & Kitchen,Coffee Maker Drip,1,138.6,138.6,0,0.0,6.99,0.0,145.59,Delivered,Paypal,Desktop,10.4,0,,0,2020-04,1
O014663,C06259,2022-03-05,2022,3,Q1,Office Supplies,Wireless Mouse,1,166.88,166.88,20,33.38,9.99,13.35,156.84,Delivered,Debit Card,Tablet,17.4,0,,0,2022-03,1
O014664,C05146,2022-10-03,2022,10,Q4,Clothing & Apparel,Yoga Pants,1,30.44,30.44,15,4.57,0.0,5.17,31.04,Delivered,Credit Card,Desktop,11.9,1,3.6,0,2022-10,1
O014665,C01547,2025-02-12,2025,2,Q1,Clothing & Apparel,Yoga Pants,1,57.56,57.56,20,11.51,0.0,0.0,46.05,Delivered,Credit Card,Mobile,28.0,1,4.7,0,2025-02,1
O014666,C00351,2020-02-20,2020,2,Q1,Sports & Outdoors,Yoga Mat Non-slip,2,86.33,172.66,0,0.0,4.99,17.27,194.92,Processing,Credit Card,Desktop,59.4,0,,0,2020-02,0
O014667,C01005,2024-04-03,2024,4,Q2,Jewelry & Accessories,Sunglasses UV400,1,71.02,71.02,5,3.55,0.0,6.75,74.22,Delivered,Upi / Digital Wallet,Mobile,7.2,0,,0,2024-04,1
O014668,C06318,2025-06-06,2025,6,Q2,Clothing & Apparel,Casual Sneakers,2,52.93,105.86,50,52.93,6.99,4.23,64.15,Delivered,Credit Card,Mobile,16.3,1,4.4,0,2025-06,1
O014669,C04100,2024-03-30,2024,3,Q1,Travel & Luggage,Toiletry Bag,2,67.7,135.4,0,0.0,0.0,13.54,148.94,Delivered,Debit Card,Mobile,55.0,0,,0,2024-03,1
O014670,C04327,2024-09-12,2024,9,Q3,Automotive,Steering Wheel Cover,5,29.97,149.85,30,44.96,4.99,20.98,130.86,Delivered,Debit Card,Mobile,23.6,0,,0,2024-09,1
O014671,C01451,2024-01-02,2024,1,Q1,Books,Zero to One,2,14.87,29.74,0,0.0,0.0,0.0,29.74,Delivered,Credit Card,Mobile,17.9,1,4.7,0,2024-01,1
O014672,C06026,2023-08-20,2023,8,Q3,Electronics,Wireless Earbuds Pro,2,197.49,394.98,10,39.5,3.99,71.1,430.57,Delivered,Credit Card,Tablet,1.4,0,,0,2023-08,1
O014673,C06971,2020-12-20,2020,12,Q4,Clothing & Apparel,Casual Sneakers,1,35.69,35.69,0,0.0,6.99,0.0,42.68,Delivered,Paypal,Mobile,28.8,1,3.3,0,2020-12,1
O014674,C03126,2023-08-28,2023,8,Q3,Office Supplies,Desk Organizer,5,159.71,798.55,0,0.0,9.99,95.83,904.37,Delivered,Cryptocurrency,Mobile,4.1,1,4.3,0,2023-08,1
O014675,C06685,2025-01-16,2025,1,Q1,Automotive,Car Phone Mount,2,23.64,47.28,0,0.0,4.99,0.0,52.27,Returned,Upi / Digital Wallet,Mobile,14.3,0,,1,2025-01,0
O014676,C05122,2023-07-05,2023,7,Q3,Electronics,Smart Plug 4-Pack,1,173.51,173.51,0,0.0,0.0,34.7,208.21,Cancelled,Debit Card,Tablet,7.8,0,,0,2023-07,0
O014677,C07272,2020-03-24,2020,3,Q1,Electronics,Bluetooth Speaker,2,245.19,490.38,10,49.04,3.99,79.44,524.77,Delivered,Credit Card,Mobile,6.5,0,,0,2020-03,1
O014678,C03228,2022-01-15,2022,1,Q1,Clothing & Apparel,Running Shoes,3,58.54,175.62,0,0.0,0.0,17.56,193.18,Delivered,Debit Card,Desktop,30.0,0,,0,2022-01,1
O014679,C03792,2023-12-25,2023,12,Q4,Sports & Outdoors,Resistance Bands Set,1,56.04,56.04,0,0.0,0.0,5.6,61.64,Returned,Paypal,Desktop,19.7,0,,1,2023-12,0
O014680,C03219,2022-06-24,2022,6,Q2,Sports & Outdoors,Resistance Bands Set,1,35.13,35.13,20,7.03,9.99,2.25,40.34,Cancelled,Credit Card,Mobile,17.8,0,,0,2022-06,0
O014681,C05101,2022-11-14,2022,11,Q4,Electronics,Webcam 4K,1,98.98,98.98,0,0.0,9.99,11.88,120.85,Returned,Debit Card,Mobile,23.0,0,,1,2022-11,0
O014682,C07313,2022-04-06,2022,4,Q2,Clothing & Apparel,Leather Belt,1,70.96,70.96,0,0.0,0.0,5.68,76.64,Delivered,Upi / Digital Wallet,Mobile,7.1,0,,0,2022-04,1
O014683,C00584,2022-07-18,2022,7,Q3,Clothing & Apparel,Hoodie Pullover,1,40.04,40.04,5,2.0,0.0,7.61,45.65,Delivered,Debit Card,Mobile,4.7,1,3.8,0,2022-07,1
O014684,C05074,2021-07-21,2021,7,Q3,Beauty & Personal Care,Shampoo Argan Oil,1,69.7,69.7,40,27.88,4.99,7.53,54.34,Delivered,Credit Card,Desktop,16.2,0,,0,2021-07,1
O014685,C05252,2020-06-26,2020,6,Q2,Jewelry & Accessories,Stud Earrings Gold,2,46.7,93.4,0,0.0,3.99,0.0,97.39,Delivered,Credit Card,Mobile,2.5,0,,0,2020-06,1
O014686,C02517,2023-05-18,2023,5,Q2,Home & Kitchen,Wall Clock Modern,1,83.43,83.43,0,0.0,6.99,16.69,107.11,Cancelled,Paypal,Tablet,15.5,0,,0,2023-05,0
O014687,C03078,2023-11-14,2023,11,Q4,Clothing & Apparel,Yoga Pants,5,38.13,190.65,0,0.0,0.0,19.07,209.72,Delivered,Debit Card,Mobile,18.5,1,4.5,0,2023-11,1
O014688,C06210,2020-12-10,2020,12,Q4,Home & Kitchen,Mattress Topper,2,28.1,56.2,0,0.0,4.99,4.5,65.69,Delivered,Credit Card,Mobile,10.2,1,3.7,0,2020-12,1
O014689,C03489,2021-10-11,2021,10,Q4,Clothing & Apparel,Winter Jacket,1,34.01,34.01,0,0.0,0.0,4.08,38.09,Delivered,Credit Card,Tablet,13.9,0,,0,2021-10,1
O014690,C02159,2022-02-24,2022,2,Q1,Sports & Outdoors,Hiking Backpack,3,93.52,280.56,50,140.28,3.99,16.83,161.1,Delivered,Debit Card,Desktop,32.4,1,4.7,0,2022-02,1
O014691,C06552,2020-12-08,2020,12,Q4,Beauty & Personal Care,Vitamin C Serum,1,20.33,20.33,40,8.13,4.99,1.22,18.41,Delivered,Credit Card,Mobile,15.5,0,,0,2020-12,1
O014692,C01623,2024-03-26,2024,3,Q1,Clothing & Apparel,Hoodie Pullover,3,118.61,355.83,5,17.79,3.99,33.8,375.83,Delivered,Debit Card,Mobile,21.3,1,4.2,0,2024-03,1
O014693,C06909,2024-10-17,2024,10,Q4,Office Supplies,Standing Desk Converter,1,92.23,92.23,15,13.83,9.99,7.84,96.23,Delivered,Debit Card,Desktop,11.4,0,,0,2024-10,1
O014694,C00085,2023-08-26,2023,8,Q3,Books,Thinking Fast and Slow,2,31.17,62.34,0,0.0,9.99,12.47,84.8,Delivered,Debit Card,Mobile,9.0,1,3.7,0,2023-08,1
O014695,C04018,2025-07-27,2025,7,Q3,Clothing & Apparel,Slim Fit Jeans,2,35.71,71.42,0,0.0,0.0,14.28,85.7,Delivered,Upi / Digital Wallet,Mobile,21.3,1,3.2,0,2025-07,1
O014696,C00624,2026-03-04,2026,3,Q1,Automotive,Dashcam 4K,2,72.32,144.64,0,0.0,0.0,7.23,151.87,Delivered,Paypal,Tablet,41.4,1,4.5,0,2026-03,1
O014697,C02449,2020-02-21,2020,2,Q1,Sports & Outdoors,Jump Rope Speed,3,66.35,199.05,30,59.72,4.99,13.93,158.25,Processing,Credit Card,Mobile,22.9,0,,0,2020-02,0
O014698,C03506,2020-04-13,2020,4,Q2,Home & Kitchen,Shower Curtain,1,57.54,57.54,25,14.38,3.99,2.16,49.31,Delivered,Credit Card,Desktop,11.6,1,4.5,0,2020-04,1
O014699,C00550,2025-08-05,2025,8,Q3,Home & Kitchen,Air Fryer 5L,2,144.9,289.8,0,0.0,3.99,23.18,316.97,Cancelled,Paypal,Mobile,4.0,0,,0,2025-08,0
O014700,C01474,2025-10-09,2025,10,Q4,Health & Wellness,Probiotics 50B,1,18.26,18.26,0,0.0,4.99,3.65,26.9,Delivered,Paypal,Mobile,7.8,1,4.4,0,2025-10,1
O014701,C02032,2025-04-25,2025,4,Q2,Automotive,Jump Starter Pack,1,58.87,58.87,0,0.0,3.99,4.71,67.57,Delivered,Debit Card,Desktop,19.1,0,,0,2025-04,1
O014702,C01349,2020-06-11,2020,6,Q2,Sports & Outdoors,Resistance Bands Set,1,24.63,24.63,0,0.0,0.0,2.96,27.59,Delivered,Buy Now Pay Later,Mobile,13.3,1,3.4,0,2020-06,1
O014703,C02908,2024-12-15,2024,12,Q4,Home & Kitchen,Storage Containers,1,29.85,29.85,40,11.94,0.0,1.79,19.7,Delivered,Credit Card,Mobile,22.3,1,4.5,0,2024-12,1
O014704,C02506,2023-09-25,2023,9,Q3,Office Supplies,Pen Set Premium,2,118.34,236.68,0,0.0,4.99,0.0,241.67,Delivered,Credit Card,Mobile,6.7,1,4.7,0,2023-09,1
O014705,C07295,2021-06-21,2021,6,Q2,Toys & Games,Board Game Strategy,1,55.94,55.94,0,0.0,0.0,6.71,62.65,Delivered,Buy Now Pay Later,Mobile,6.0,0,,0,2021-06,1
O014706,C03941,2023-10-09,2023,10,Q4,Sports & Outdoors,Yoga Mat Non-slip,1,34.48,34.48,15,5.17,4.99,5.28,39.58,Delivered,Buy Now Pay Later,Tablet,11.5,0,,0,2023-10,1
O014707,C05188,2023-12-05,2023,12,Q4,Pet Supplies,Interactive Cat Toy,1,53.37,53.37,0,0.0,6.99,2.67,63.03,Delivered,Debit Card,Mobile,5.2,0,,0,2023-12,1
O014708,C04150,2021-02-11,2021,2,Q1,Clothing & Apparel,Casual Sneakers,1,71.75,71.75,0,0.0,4.99,12.92,89.66,Delivered,Credit Card,Mobile,21.7,1,4.6,0,2021-02,1
O014709,C06454,2025-11-28,2025,11,Q4,Toys & Games,Action Figure Set,1,16.48,16.48,0,0.0,6.99,1.32,24.79,Delivered,Paypal,Mobile,5.0,0,,0,2025-11,1
O014710,C03696,2025-07-15,2025,7,Q3,Electronics,USB-C Hub,3,344.09,1032.27,0,0.0,9.99,0.0,1042.26,Delivered,Bank Transfer,Mobile,19.8,0,,0,2025-07,1
O014711,C03220,2024-04-18,2024,4,Q2,Health & Wellness,Multivitamin Daily,1,16.11,16.11,0,0.0,4.99,1.93,23.03,Delivered,Credit Card,Mobile,17.6,0,,0,2024-04,1
O014712,C06011,2020-11-26,2020,11,Q4,Books,System Design Interview,1,21.03,21.03,0,0.0,4.99,2.52,28.54,Delivered,Upi / Digital Wallet,Desktop,5.4,0,,0,2020-11,1
O014713,C04134,2021-10-04,2021,10,Q4,Sports & Outdoors,Pull-up Bar,4,48.82,195.28,0,0.0,0.0,9.76,205.04,Delivered,Paypal,Mobile,12.7,0,,0,2021-10,1
O014714,C04885,2025-04-20,2025,4,Q2,Sports & Outdoors,Dumbbell Set 20kg,1,45.08,45.08,20,9.02,0.0,2.88,38.94,Delivered,Debit Card,Tablet,11.8,0,,0,2025-04,1
O014715,C06644,2025-01-05,2025,1,Q1,Jewelry & Accessories,Ring Set 5pc,1,121.2,121.2,0,0.0,9.99,0.0,131.19,Delivered,Upi / Digital Wallet,Mobile,20.6,0,,0,2025-01,1
O014716,C04363,2024-02-18,2024,2,Q1,Books,The Alchemist,3,14.6,43.8,10,4.38,0.0,0.0,39.42,Delivered,Buy Now Pay Later,Mobile,59.7,1,4.0,0,2024-02,1
O014717,C05857,2022-08-30,2022,8,Q3,Food & Grocery,Energy Bars 12-Pack,1,14.77,14.77,20,2.95,0.0,1.18,13.0,Delivered,Credit Card,Desktop,6.4,1,4.1,0,2022-08,1
O014718,C06828,2024-09-28,2024,9,Q3,Clothing & Apparel,Yoga Pants,2,90.31,180.62,0,0.0,0.0,9.03,189.65,Delivered,Bank Transfer,Mobile,11.9,0,,0,2024-09,1
O014719,C01419,2021-08-24,2021,8,Q3,Electronics,Webcam 4K,1,380.52,380.52,10,38.05,0.0,61.64,404.11,Delivered,Credit Card,Tablet,13.0,1,4.4,0,2021-08,1
O014720,C03764,2022-05-19,2022,5,Q2,Food & Grocery,Protein Powder Vanilla,1,9.94,9.94,0,0.0,0.0,0.99,10.93,Cancelled,Bank Transfer,Desktop,9.7,0,,0,2022-05,0
O014721,C05613,2020-04-26,2020,4,Q2,Electronics,USB-C Hub,1,70.11,70.11,0,0.0,6.99,5.61,82.71,Delivered,Paypal,Mobile,10.1,0,,0,2020-04,1
O014722,C01276,2025-05-10,2025,5,Q2,Clothing & Apparel,Hoodie Pullover,4,36.71,146.84,0,0.0,3.99,26.43,177.26,Delivered,Credit Card,Tablet,86.8,1,3.4,0,2025-05,1
O014723,C00807,2021-07-25,2021,7,Q3,Clothing & Apparel,Running Shoes,1,47.99,47.99,0,0.0,4.99,9.6,62.58,Delivered,Credit Card,Mobile,10.9,1,3.8,0,2021-07,1
O014724,C00368,2022-04-25,2022,4,Q2,Electronics,Gaming Mouse RGB,1,94.44,94.44,15,14.17,3.99,4.01,88.27,Delivered,Debit Card,Mobile,2.8,0,,0,2022-04,1
O014725,C02626,2020-06-19,2020,6,Q2,Books,Thinking Fast and Slow,1,28.44,28.44,0,0.0,3.99,1.42,33.85,Delivered,Cryptocurrency,Mobile,15.3,1,4.2,0,2020-06,1
O014726,C02780,2025-05-08,2025,5,Q2,Jewelry & Accessories,Ring Set 5pc,1,174.37,174.37,25,43.59,0.0,10.46,141.24,Delivered,Debit Card,Mobile,45.8,1,4.3,0,2025-05,1
O014727,C00861,2021-08-01,2021,8,Q3,Books,Deep Work,1,12.91,12.91,20,2.58,6.99,1.03,18.35,Processing,Buy Now Pay Later,Mobile,11.6,0,,0,2021-08,0
O014728,C05136,2025-05-06,2025,5,Q2,Home & Kitchen,Mattress Topper,1,96.74,96.74,15,14.51,9.99,6.58,98.8,Delivered,Credit Card,Mobile,21.8,0,,0,2025-05,1
O014729,C02315,2023-06-29,2023,6,Q2,Toys & Games,Board Game Strategy,1,66.23,66.23,15,9.93,9.99,11.26,77.55,Delivered,Credit Card,Mobile,11.4,0,,0,2023-06,1
O014730,C04098,2022-07-28,2022,7,Q3,Home & Kitchen,Shower Curtain,1,89.19,89.19,15,13.38,6.99,7.58,90.38,Delivered,Debit Card,Desktop,8.3,0,,0,2022-07,1
O014731,C05775,2024-09-25,2024,9,Q3,Books,The Pragmatic Programmer,1,8.77,8.77,0,0.0,0.0,0.0,8.77,Delivered,Paypal,Mobile,13.8,1,3.9,0,2024-09,1
O014732,C00702,2020-06-23,2020,6,Q2,Electronics,Mechanical Keyboard,1,99.48,99.48,0,0.0,0.0,17.91,117.39,Delivered,Debit Card,Mobile,6.1,0,,0,2020-06,1
O014733,C06430,2022-12-13,2022,12,Q4,Electronics,Bluetooth Speaker,1,245.71,245.71,5,12.29,4.99,11.67,250.08,Delivered,Bank Transfer,Desktop,7.4,1,4.0,0,2022-12,1
O014734,C04184,2022-05-26,2022,5,Q2,Toys & Games,Puzzle 1000pc,2,39.65,79.3,0,0.0,9.99,6.34,95.63,Delivered,Credit Card,Mobile,25.5,1,4.2,0,2022-05,1
O014735,C02338,2020-07-17,2020,7,Q3,Beauty & Personal Care,Electric Toothbrush,3,14.81,44.43,0,0.0,6.99,3.55,54.97,Delivered,Upi / Digital Wallet,Mobile,6.9,1,4.1,0,2020-07,1
O014736,C05102,2020-09-22,2020,9,Q3,Office Supplies,Notebook A5,1,120.65,120.65,0,0.0,4.99,0.0,125.64,Delivered,Credit Card,Desktop,22.9,0,,0,2020-09,1
O014737,C02221,2024-12-30,2024,12,Q4,Sports & Outdoors,Tennis Racket,2,77.47,154.94,20,30.99,3.99,14.87,142.81,Delivered,Credit Card,Mobile,2.4,0,,0,2024-12,1
O014738,C01692,2022-06-24,2022,6,Q2,Clothing & Apparel,Classic White Tee,5,50.75,253.75,0,0.0,6.99,0.0,260.74,Delivered,Credit Card,Desktop,21.2,0,,0,2022-06,1
O014739,C07858,2022-02-09,2022,2,Q1,Sports & Outdoors,Tennis Racket,1,39.66,39.66,0,0.0,6.99,7.93,54.58,Delivered,Credit Card,Mobile,8.1,1,4.3,0,2022-02,1
O014740,C04042,2025-02-27,2025,2,Q1,Home & Kitchen,Air Fryer 5L,1,84.11,84.11,0,0.0,0.0,15.14,99.25,Delivered,Debit Card,Tablet,14.8,0,,0,2025-02,1
O014741,C06275,2022-12-31,2022,12,Q4,Books,Thinking Fast and Slow,2,16.91,33.82,20,6.76,3.99,5.41,36.46,Delivered,Credit Card,Desktop,16.6,1,4.2,0,2022-12,1
O014742,C02202,2022-03-22,2022,3,Q1,Toys & Games,Card Game Party,2,48.13,96.26,0,0.0,4.99,11.55,112.8,Delivered,Paypal,Mobile,7.9,0,,0,2022-03,1
O014743,C04044,2025-08-27,2025,8,Q3,Jewelry & Accessories,Sterling Silver Necklace,1,49.45,49.45,0,0.0,6.99,8.9,65.34,Delivered,Credit Card,Desktop,1.5,1,3.2,0,2025-08,1
O014744,C06751,2020-06-12,2020,6,Q2,Home & Kitchen,Electric Kettle,2,128.42,256.84,0,0.0,9.99,20.55,287.38,Delivered,Buy Now Pay Later,Mobile,23.1,1,4.4,0,2020-06,1
O014745,C05869,2023-04-25,2023,4,Q2,Books,Thinking Fast and Slow,1,41.62,41.62,0,0.0,0.0,4.16,45.78,Delivered,Credit Card,Mobile,7.1,0,,0,2023-04,1
O014746,C01342,2024-11-25,2024,11,Q4,Food & Grocery,Matcha Powder,1,34.54,34.54,10,3.45,0.0,5.6,36.69,Delivered,Paypal,Desktop,14.1,0,,0,2024-11,1
O014747,C03985,2021-06-04,2021,6,Q2,Electronics,Smart Watch Series 5,1,98.44,98.44,0,0.0,9.99,17.72,126.15,Delivered,Debit Card,Desktop,11.7,0,,0,2021-06,1
O014748,C03866,2020-11-26,2020,11,Q4,Clothing & Apparel,Winter Jacket,2,63.58,127.16,10,12.72,3.99,11.44,129.87,Delivered,Credit Card,Mobile,17.0,1,3.5,0,2020-11,1
O014749,C06255,2024-08-17,2024,8,Q3,Books,The Alchemist,1,20.68,20.68,20,4.14,0.0,2.98,19.52,Delivered,Debit Card,Mobile,8.0,0,,0,2024-08,1
O014750,C07127,2020-11-09,2020,11,Q4,Beauty & Personal Care,Hair Dryer Pro,1,31.25,31.25,0,0.0,6.99,5.62,43.86,Delivered,Credit Card,Mobile,5.3,0,,0,2020-11,1
O014751,C00457,2026-02-27,2026,2,Q1,Beauty & Personal Care,Lip Balm Set,1,27.66,27.66,5,1.38,6.99,3.15,36.42,Delivered,Upi / Digital Wallet,Mobile,28.3,0,,0,2026-02,1
O014752,C07498,2021-07-17,2021,7,Q3,Clothing & Apparel,Slim Fit Jeans,1,64.13,64.13,0,0.0,4.99,11.54,80.66,Delivered,Paypal,Mobile,20.9,0,,0,2021-07,1
O014753,C04855,2023-01-11,2023,1,Q1,Sports & Outdoors,Resistance Bands Set,1,36.72,36.72,0,0.0,3.99,2.94,43.65,Delivered,Debit Card,Mobile,33.4,1,4.3,0,2023-01,1
O014754,C07274,2021-01-27,2021,1,Q1,Books,Atomic Habits,3,14.6,43.8,10,4.38,0.0,3.94,43.36,Delivered,Credit Card,Mobile,11.5,0,,0,2021-01,1
O014755,C05188,2025-02-12,2025,2,Q1,Jewelry & Accessories,Silk Scarf,1,59.6,59.6,25,14.9,0.0,8.94,53.64,Cancelled,Buy Now Pay Later,Mobile,9.0,0,,0,2025-02,0
O014756,C06040,2024-04-04,2024,4,Q2,Books,Zero to One,1,20.65,20.65,0,0.0,0.0,4.13,24.78,Delivered,Credit Card,Mobile,6.7,0,,0,2024-04,1
O014757,C05898,2020-06-05,2020,6,Q2,Clothing & Apparel,Classic White Tee,3,53.22,159.66,20,31.93,3.99,0.0,131.72,Delivered,Paypal,Desktop,7.4,0,,0,2020-06,1
O014758,C06828,2024-10-02,2024,10,Q4,Clothing & Apparel,Casual Sneakers,1,28.44,28.44,0,0.0,6.99,5.69,41.12,Cancelled,Bank Transfer,Desktop,15.0,0,,0,2024-10,0
O014759,C03123,2024-10-16,2024,10,Q4,Books,System Design Interview,4,14.56,58.24,0,0.0,6.99,10.48,75.71,Delivered,Debit Card,Mobile,3.6,1,4.4,0,2024-10,1
O014760,C02925,2024-12-12,2024,12,Q4,Sports & Outdoors,Water Bottle 1L,2,30.6,61.2,10,6.12,4.99,9.91,69.98,Delivered,Debit Card,Mobile,26.0,0,,0,2024-12,1
O014761,C06406,2025-06-16,2025,6,Q2,Automotive,Tire Inflator,1,144.67,144.67,0,0.0,0.0,0.0,144.67,Cancelled,Debit Card,Mobile,39.4,0,,0,2025-06,0
O014762,C00847,2020-06-26,2020,6,Q2,Electronics,Smart Plug 4-Pack,2,184.91,369.82,10,36.98,4.99,59.91,397.74,Delivered,Debit Card,Mobile,1.2,0,,0,2020-06,1
O014763,C00763,2025-10-22,2025,10,Q4,Home & Kitchen,Storage Containers,1,59.71,59.71,10,5.97,4.99,4.3,63.03,Delivered,Upi / Digital Wallet,Mobile,10.0,1,3.2,0,2025-10,1
O014764,C02802,2020-10-26,2020,10,Q4,Toys & Games,Board Game Strategy,3,41.66,124.98,5,6.25,3.99,11.87,134.59,Delivered,Debit Card,Desktop,18.7,1,4.1,0,2020-10,1
O014765,C02999,2025-04-25,2025,4,Q2,Toys & Games,Educational Tablet,3,52.45,157.35,0,0.0,3.99,28.32,189.66,Cancelled,Cryptocurrency,Mobile,17.4,0,,0,2025-04,0
O014766,C00684,2024-11-17,2024,11,Q4,Electronics,Mechanical Keyboard,1,108.44,108.44,0,0.0,0.0,21.69,130.13,Delivered,Debit Card,Desktop,7.0,0,,0,2024-11,1
O014767,C01106,2023-01-21,2023,1,Q1,Clothing & Apparel,Leather Belt,1,29.65,29.65,0,0.0,9.99,2.37,42.01,Delivered,Debit Card,Desktop,25.3,0,,0,2023-01,1
O014768,C07901,2022-06-18,2022,6,Q2,Office Supplies,Wireless Mouse,2,109.95,219.9,0,0.0,0.0,39.58,259.48,Delivered,Credit Card,Desktop,8.3,1,4.3,0,2022-06,1
O014769,C06618,2021-12-23,2021,12,Q4,Electronics,Gaming Mouse RGB,3,167.11,501.33,0,0.0,0.0,100.27,601.6,Cancelled,Credit Card,Tablet,10.3,0,,0,2021-12,0
O014770,C04142,2025-08-16,2025,8,Q3,Clothing & Apparel,Formal Dress Shirt,1,28.36,28.36,0,0.0,0.0,2.27,30.63,Returned,Credit Card,Mobile,14.6,0,,1,2025-08,0
O014771,C06693,2020-12-19,2020,12,Q4,Home & Kitchen,Electric Kettle,1,80.22,80.22,0,0.0,0.0,8.02,88.24,Delivered,Credit Card,Mobile,31.7,0,,0,2020-12,1
O014772,C07521,2020-01-17,2020,1,Q1,Clothing & Apparel,Leather Belt,2,38.4,76.8,5,3.84,6.99,7.3,87.25,Cancelled,Debit Card,Mobile,13.9,0,,0,2020-01,0
O014773,C05522,2025-06-24,2025,6,Q2,Clothing & Apparel,Leather Belt,1,97.05,97.05,20,19.41,4.99,9.32,91.95,Delivered,Paypal,Tablet,46.2,0,,0,2025-06,1
O014774,C03595,2025-11-28,2025,11,Q4,Electronics,LED Desk Lamp,1,171.13,171.13,0,0.0,3.99,30.8,205.92,Delivered,Upi / Digital Wallet,Tablet,13.3,1,3.8,0,2025-11,1
O014775,C07677,2021-12-14,2021,12,Q4,Electronics,USB-C Hub,1,257.92,257.92,40,103.17,3.99,30.95,189.69,Returned,Paypal,Mobile,9.9,0,,1,2021-12,0
O014776,C07771,2025-04-25,2025,4,Q2,Toys & Games,Board Game Strategy,4,52.07,208.28,0,0.0,6.99,24.99,240.26,Cancelled,Credit Card,Mobile,54.4,0,,0,2025-04,0
O014777,C04705,2024-01-04,2024,1,Q1,Electronics,Gaming Mouse RGB,1,80.97,80.97,5,4.05,9.99,0.0,86.91,Cancelled,Debit Card,Mobile,20.5,0,,0,2024-01,0
O014778,C05242,2022-10-29,2022,10,Q4,Clothing & Apparel,Running Shoes,4,162.98,651.92,15,97.79,6.99,66.5,627.62,Delivered,Bank Transfer,Mobile,12.5,0,,0,2022-10,1
O014779,C01096,2023-08-24,2023,8,Q3,Jewelry & Accessories,Leather Wallet,1,103.76,103.76,20,20.75,9.99,14.94,107.94,Delivered,Debit Card,Mobile,26.5,0,,0,2023-08,1
O014780,C02458,2021-10-24,2021,10,Q4,Home & Kitchen,Storage Containers,3,137.9,413.7,5,20.68,0.0,47.16,440.18,Returned,Credit Card,Mobile,3.9,0,,1,2021-10,0
O014781,C06217,2020-08-17,2020,8,Q3,Beauty & Personal Care,Lip Balm Set,1,28.79,28.79,0,0.0,0.0,2.3,31.09,Delivered,Bank Transfer,Mobile,5.0,1,3.7,0,2020-08,1
O014782,C02654,2020-01-16,2020,1,Q1,Home & Kitchen,Air Fryer 5L,4,49.62,198.48,0,0.0,4.99,19.85,223.32,Processing,Credit Card,Desktop,5.0,0,,0,2020-01,0
O014783,C01524,2022-06-06,2022,6,Q2,Clothing & Apparel,Leather Belt,2,42.3,84.6,0,0.0,0.0,10.15,94.75,Delivered,Paypal,Mobile,44.0,1,3.5,0,2022-06,1
O014784,C01720,2020-11-29,2020,11,Q4,Electronics,Portable Charger 20000mAh,3,54.29,162.87,0,0.0,9.99,29.32,202.18,Delivered,Credit Card,Tablet,34.6,1,3.7,0,2020-11,1
O014785,C07151,2020-07-21,2020,7,Q3,Clothing & Apparel,Leather Belt,1,32.62,32.62,15,4.89,6.99,5.55,40.27,Delivered,Credit Card,Mobile,19.1,1,4.3,0,2020-07,1
O014786,C02476,2022-05-30,2022,5,Q2,Health & Wellness,Omega-3 Fish Oil,1,38.13,38.13,5,1.91,9.99,6.52,52.73,Cancelled,Bank Transfer,Desktop,9.7,0,,0,2022-05,0
O014787,C04996,2025-10-31,2025,10,Q4,Health & Wellness,Vitamin D3 5000IU,3,17.69,53.07,10,5.31,0.0,8.6,56.36,Delivered,Upi / Digital Wallet,Desktop,2.3,1,4.2,0,2025-10,1
O014788,C05457,2021-08-14,2021,8,Q3,Electronics,Mechanical Keyboard,3,83.82,251.46,0,0.0,3.99,30.18,285.63,Delivered,Debit Card,Desktop,6.6,0,,0,2021-08,1
O014789,C03121,2022-03-03,2022,3,Q1,Clothing & Apparel,Slim Fit Jeans,1,57.97,57.97,0,0.0,4.99,0.0,62.96,Cancelled,Credit Card,Mobile,15.1,0,,0,2022-03,0
O014790,C04603,2022-06-16,2022,6,Q2,Home & Kitchen,Electric Kettle,1,78.16,78.16,0,0.0,4.99,7.82,90.97,Delivered,Credit Card,Desktop,7.2,0,,0,2022-06,1
O014791,C04158,2020-10-28,2020,10,Q4,Office Supplies,Ergonomic Chair,1,75.78,75.78,0,0.0,0.0,13.64,89.42,Delivered,Paypal,Mobile,27.6,0,,0,2020-10,1
O014792,C05618,2021-02-22,2021,2,Q1,Home & Kitchen,Coffee Maker Drip,1,50.18,50.18,0,0.0,0.0,2.51,52.69,Delivered,Credit Card,Mobile,67.4,1,4.6,0,2021-02,1
